folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Monitoring/Polysomnography/Electroencephalogram,clinical_category,Clinical Category,Clinical Category as per [Younes et al. 2021 (PubMed ID: 34156473)](https://pubmed.ncbi.nlm.nih.gov/34156473/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs),text,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,delta_hr,Arousal Characteristics - Delta HR,Heart rate in repsonse to arousals. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ,numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,dhr_intensity,Arousal Characteristics - dHR/ Intensity,Heart rate in repsonse to arousals. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ,numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,diff_orp,Change in ORP across the night,"Change in Odds Ratio Product (ORP) across the night, a greater increase in ORP from the beginning of to end of the night suggests more restorative sleep. [Younes et al. 2020 (PubMed ID: 32729619)](https://pubmed.ncbi.nlm.nih.gov/32729619/). <br><br>Source: :avg_orp_last120m_nrem: and :min_orp_firsthalf_nrem:. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,icc_ms_cols,Breakdown of ICC components - MS Columns,"Component of intraclass correlation, see :icc_rl_orp: for more information. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,icc_ms_error,Breakdown of ICC components - MS Error,"Component of intraclass correlation, see :icc_rl_orp: for more information. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,icc_ms_rows,Breakdown of ICC components - MS Rows,"Component of intraclass correlation, see :icc_rl_orp: for more information. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,icc_rl_orp,Icc R/L Orp  ,"Intraclass correlation between right and left Odds Ratio Product (ORP) across all epochs in Total Recording Time (TRT). A high correlation indicates good agreement in sleep depth between right and left hemispheres. The reasons for a low correlation could be: <br>  a)  reduced range of ORP across TRT (e.g., little stage wake or deep sleep) <br>  b) systematic difference between the two electrodes (e.g. noise in one electrode or unilateral brain pathology) <br>  c) true dissociation between right and left sleep (Dolphin sleep). <br><br>:icc_ms_rows:, :icc_ms_col: and :icc_ms_error: distinguish between these three possibilities, respectively. <br><br>[Younes et al. 2021 (PubMed ID: 34156473)](https://pubmed.ncbi.nlm.nih.gov/34156473/) <br>[Dres et al. 2019 (PubMed ID: 30818966)](https://pubmed.ncbi.nlm.nih.gov/30818966/)<br>[Azarbarzin et al. 2021 (PubMed ID: 32441843)](https://pubmed.ncbi.nlm.nih.gov/32441843/)  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,intensity_scale,Arousal Characteristics - Intensity Scale,Arousal intensity on a scale from 1 to 9 ([Younes 2017](https://sleep.biomedcentral.com/articles/10.1186/s41606-016-0005-0)). <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ,numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,min_orp_firsthalf_nrem,Min ORP First Half NREM,Used (along with :avg_orp_last120m_nrem:) to calculate :diff_orp:.  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ,numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,orp_type,ORP Type,"Nine Odds Ratio Product (ORP) types with different potential mechanisms and associations with demographics, clinical phenotypes and outcomes. Source: :sum_deciles_1and2: [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,orpto9,Orp-9 ,Rate of sleep recovery following arousals. A high value reflects slow recovery and suggests high central arousability (Hyperarousal state).<br><br>[Younes et al. 2021 (PubMed ID: 34156473)](https://pubmed.ncbi.nlm.nih.gov/34156473/)<br>[Younes and Hanley 2016 (PubMed ID: 26718786)](https://pubmed.ncbi.nlm.nih.gov/26718786/)<br>[Younes and Giannouli 2020 (PubMed ID: 31992415)](https://pubmed.ncbi.nlm.nih.gov/31992415/) <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ,numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_0_25to0_5pct,Distribution of epochs in 0.25-0.5% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_0_5to0_75pct,Distribution of epochs in 0.5-0.75% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_0_75to1pct,Distribution of epochs in 0.75-1.0% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_0to_0_25pct,Distribution of epochs in 0-0.25% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_1_25to1_5pct,Distribution of epochs in 1.25-1.5% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_1_5to1_75pct,Distribution of epochs in 1.5-1.75% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_1_75to2pct,Distribution of epochs in 1.75-2.0% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_1to1_25pct,Distribution of epochs in 1.0-1.25% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_2_25to2_5pct,Distribution of epochs in 2.25-2.5% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,pct_epoch_2to2_25pct,Distribution of epochs in 2.0-2.25% ORP decile,"Distribution of 30-s epochs, as a percent of total recording time in different Odds Ratio Product (ORP) deciles. [Younes et al. 2022 (PubMed ID: 35272350)](https://pubmed.ncbi.nlm.nih.gov/35272350/) <br><br>ORP is a continuous index of sleep depth and wake propensity. A value of 0 indicates very deep sleep; a value of 2.5 indicates full wakefulness. These values are used to construct the ORP histogram and ORP phenotype (:orp_type:).  <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_alpha,Powers C3/A2  (mV^2)  - Alpha  (7.33-12.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_beta1,Powers C3/A2  (mV^2)  - Beta1  (14.3-20.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_beta2,Powers C3/A2  (mV^2)  - Beta2 (20.3-35),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_delta,Powers C3/A2  (mV^2)  - Delta (0.33-2.33 Hz),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_gammaomega,Powers C3/A2  (mV^2)  - Gamma Omega (35.3-60.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_sigma,Powers C3/A2  (mV^2)  - Sigma   (12.33-14.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c3a2_theta1,Powers C3/A2  (mV^2)  - Theta1 (2.67-6.33),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_alpha,Powers C4/A1  (æV^2) - Alpha  (7.33-12.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_beta1,Powers C4/A1  (æV^2) - Beta1  (14.3-20.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_beta2,Powers C4/A1  (æV^2) - Beta2 (20.3-35.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_delta,Powers C4/A1  (æV^2) - Delta (0.33-2.33 Hz),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_gammaomega,Powers C4/A1  (æV^2) - Gamma Omega (35.3-60.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_sigma,Powers C4/A1  (æV^2) - Sigma   (12.33-14.0),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,powers_c4a1_theta1,Powers C4/A1  (æV^2) - Theta1 (2.67-6.33),"Average power in all 3-s epochs in the indicated frequency range after excluding the highest 10% of values, which generally represent noise. <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_density_c3,Spindle Characteristics (Stage N2) - Density (C3),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_density_c4,Spindle Characteristics (Stage N2) - Density (C4),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_freq_c3,Spindle Characteristics (Stage N2) - Frequency (C3),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_freq_c4,Spindle Characteristics (Stage N2) - Frequency (C4),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_pctfast_c3,Spindle Characteristics (Stage N2) - % Fast (C3),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_pctfast_c4,Spindle Characteristics (Stage N2) - % Fast (C4),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_power_c3,Spindle Characteristics (Stage N2) - Power (C3),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,spindle_char_n2_power_c4,Spindle Characteristics (Stage N2) - Power (C4),"Spindle characteristics in stage N2. For detection methods and validation see Method A10: [Goldschmied et al. 2021 (PubMed ID: 33165618)](https://pubmed.ncbi.nlm.nih.gov/33165618/), and [Guadagni et al. 2021 (PubMed ID:32281182)](https://pubmed.ncbi.nlm.nih.gov/32281182/)<br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs)",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,sum_deciles_1and2,Sum Deciles 1 & 2,"Used to determine Odds Ratio Product type, see :orp_type: <br><br>[Search for all EEG variables within this dataset](https://sleepdata.org/datasets/shhs/variables?search=eeg_shhs) ",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,valid_delta_and_intensity_count,Arousal Characteristics - Valid Delta & Intensity Count,"",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Electroencephalogram,valid_intensity_count,Arousal Characteristics - Valid Intensity Count,"",numeric,"","",eeg_shhs,"","",""
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,beer10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): bottles or cans of beer before bed,"How many bottles or cans of beer 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,bottles,"",alcohol;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,cgrtts10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cigarettes before bed,"How many cigarettes 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,cigarettes,"",smoking;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,cigars10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cigars before bed,"How many cigars 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,cigars,"",smoking;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,coffee10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cups of coffee before bed,"How many cups of coffee (with caffeine) 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,cups,"",caffeine;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,date10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Date completed,Date questionnaire was completed (days from index date),numeric,days from index date,"",morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,diffa10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): difficulty falling asleep,Did you have difficulty falling asleep last night?,choices,"",noyes01,insomnia;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,hwlghr10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): How long slept (hours),"How long did you sleep last night, Number of hours (number of hours, 0 to 24)",numeric,hours,"",duration;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,hwlgmn10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): How long slept (minutes),"How long did you sleep last night, Number of minutes. (number of minutes, 0 to 59)",numeric,minutes,"",duration;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,hwwell10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep compared to usual,"Compared to your usual night's sleep, how well did you sleep last night?",choices,"",wrsbet5,morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,ltdp10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep light/deep,Quality of sleep last night: light/deep (1=light  to  5=deep),choices,"",lighdar5,morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,meds10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): medications before bed,"Did you take any meds that you didn't tell us about yesterday? 0=No, 1=Yes, 2=Unsure (enter med names, digitized using meds software)",choices,"",yesnod2,morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,minfa10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): minutes to fall asleep,"How many minutes did it take for you to fall asleep at bedtime last night? (number of minutes, up to 3 digits)",numeric,minutes,"",sleep latency;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,pipe10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): pipe bowls before bed,"How many pipe bowls 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,bowls,"",morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,plstc10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): discomfort from plastic piece over lip,How much discomfort caused by these parts of the monitor: plastic piece over lip?,choices,"",none4,cannula;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,rest10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep: restless/restful,Quality of sleep: restless/restful (1=restless to 5=restful),choices,"",restlf5,morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,shlg10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): Quality of sleep: short/long,Quality of sleep: short/long (1=short to 5=long),choices,"",shorlon5,morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,shots10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): mixed drinks before bed,"How many mixed drinks or shots of liquor 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,drinks,"",alcohol;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,soda10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): glasses or cans of soda before bed,"How many glasses or cans of soda (with caffeine) 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,glasses,"",caffeine;morning_survey_form_shhs,"","",shhs1_morning_survey_form
Sleep Monitoring/Polysomnography/Evening and Morning Survey/SHHS1,tea10,Morning Survey (Sleep Heart Health Study Visit One (SHHS1)): cups of tea before bed,"How many cups of tea (with caffeine) 4 hours before going to sleep last night? (number, up to 2 digits)",numeric,cups,"",caffeine;morning_survey_form_shhs,"","",shhs1_morning_survey_form
